        UserId,Gender,MonthOfBirth,IsPupilPremium,YearGroup
32637,Unspecified,2008-02-01,,9
32638,Unspecified,2009-03-01,,8
32639,Unspecified,2006-11-01,,10
32640,Unspecified,2008-05-01,,9
32641,Unspecified,2009-01-01,,8
32642,Unspecified,2008-07-01,,9
32643,Unspecified,2005-03-01,,9
32644,Unspecified,2008-03-01,,9
32645,Unspecified,2009-06-01,,8
32646,Unspecified,2006-02-01,,9
32647,Unspecified,2008-07-01,,9
32648,Unspecified,2007-11-01,,9
32649,Unspecified,2011-03-01,,6
32650,Unspecified,2008-09-01,,8
32651,Unspecified,2008-10-01,,8
32652,Unspecified,2008-10-01,,8
32653,Unspecified,2011-03-01,,6
32654,Unspecified,2011-08-01,,6
32655,Unspecified,2008-04-01,,9
32656,Unspecified,2007-04-01,,8
32657,Unspecified,2012-09-01,,5
32658,Unspecified,2008-04-01,,9
32659,Unspecified,2009-04-01,,8
32660,Unspecified,2011-08-01,,6
32661,Unspecified,2008-04-01,,9
32662,Unspecified,2007-09-01,,9
32663,Unspecified,2010-09-01,,6
32664,Unspecified,2009-03-01,,6
32665,Unspecified,2006-02-01,,9
32666,Unspecified,2008-04-01,,9
32667,Unspecified,2010-05-01,,7
32668,Unspecified,2008-04-01,,9
32669,Unspecified,2008-09-01,,8
32670,Unspecified,2006-09-01,,10
32671,Unspecified,2008-05-01,,9
32672,Unspecified,2011-05-01,,6
32673,Unspecified,2007-06-01,,10
32674,Unspecified,2008-04-01,,9
32675,Unspecified,2008-02-01,,9
32676,Unspecified,2007-10-01,,9
32677,Unspecified,2009-08-01,,8
32678,Unspecified,2006-09-01,,10
32679,Unspecified,2008-09-01,,5
32680,Unspecified,2008-04-01,,9
32681,Unspecified,2009-01-01,,8
32682,Unspecified,2010-02-01,,7
32683,Unspecified,2007-01-01,,10
32684,Unspecified,2009-05-01,,6
32685,Unspecified,2006-12-01,,10
32686,Unspecified,2008-06-01,,9
32687,Unspecified,2009-04-01,,8
32688,Unspecified,2007-03-01,,10
32689,Unspecified,2008-08-01,,9
32690,Unspecified,2007-01-01,,8
32691,Unspecified,2009-05-01,,8
32692,Unspecified,2010-07-01,,7
32693,Unspecified,2008-01-01,,9
32694,Unspecified,2008-07-01,,9
32695,Unspecified,2008-07-01,,9
32696,Unspecified,2008-11-01,,8
32697,Unspecified,2006-12-01,,10
32698,Unspecified,2009-06-01,,8
32699,Unspecified,2009-03-01,,8
32700,Unspecified,2008-04-01,,9
32701,Unspecified,2007-04-01,,10
32702,Unspecified,2008-10-01,,8
32703,Unspecified,2008-05-01,,9
32704,Unspecified,2011-04-01,,6
32705,Unspecified,2010-02-01,,7
32706,Unspecified,2010-02-01,,7
32707,Unspecified,2011-07-01,,6
32708,Unspecified,2011-07-01,,6
32709,Unspecified,2012-08-01,,5
32710,Unspecified,2009-11-01,,7
32711,Unspecified,2009-04-01,,6
32712,Unspecified,2010-01-01,,7
32713,Unspecified,2011-11-01,,5
32714,Unspecified,2007-09-01,,9
231,Unspecified,2010-05-01,,7
32715,Unspecified,2012-07-01,,5
32716,Unspecified,2010-12-01,,6
32717,Unspecified,2008-06-01,,9
32718,Unspecified,2009-01-01,,8
32719,Unspecified,2011-09-01,,5
32720,Unspecified,2009-06-01,,8
32721,Unspecified,2008-05-01,,9
32722,Unspecified,2010-02-01,,7
195,Unspecified,2010-05-01,,7
32723,Unspecified,2007-11-01,,9
32724,Unspecified,2010-05-01,,7
32725,Unspecified,2009-06-01,,8
32726,Unspecified,2007-02-01,,10
32727,Unspecified,2009-04-01,,8
32728,Unspecified,2008-06-01,,9
32729,Unspecified,2008-11-01,,8
32730,Unspecified,2010-07-01,,7
32731,Unspecified,2008-01-01,,9
32732,Unspecified,2009-08-01,,8
32733,Unspecified,2009-03-01,,8
32734,Unspecified,2007-06-01,,10
32735,Unspecified,2009-05-01,,8
32736,Unspecified,2009-07-01,,8
32737,Unspecified,2009-12-01,,7
32738,Unspecified,2010-03-01,,7
32739,Unspecified,2011-02-01,,6
32740,Unspecified,2009-10-01,,7
32741,Unspecified,2008-02-01,,9
32742,Unspecified,2008-09-01,,8
32743,Unspecified,2010-05-01,,7
32744,Unspecified,2007-07-01,,10
32745,Unspecified,2011-09-01,,5
32746,Unspecified,2007-02-01,,10
32747,Unspecified,2008-09-01,,8
32748,Unspecified,2010-06-01,,7
32749,Unspecified,2008-11-01,,8
32750,Unspecified,2010-05-01,,7
32751,Unspecified,2009-01-01,,8
32752,Unspecified,2010-03-01,,7
32753,Unspecified,2010-07-01,,7
32754,Unspecified,2012-04-01,,5
32755,Unspecified,2007-10-01,,9
32756,Unspecified,2010-09-01,,6
32757,Unspecified,2009-10-01,,7
32758,Unspecified,2010-06-01,,5
32759,Unspecified,2011-03-01,,6
32760,Unspecified,2008-12-01,,8
32761,Unspecified,2009-10-01,,7
32762,Unspecified,2008-12-01,,8
32763,Unspecified,2010-11-01,,6
32764,Unspecified,2009-07-01,,8
32765,Unspecified,2010-09-01,,6
32766,Unspecified,2009-02-01,,8
32767,Unspecified,2010-04-01,,7
32768,Unspecified,2007-08-01,,10
32769,Unspecified,2006-09-01,,10
32770,Unspecified,2007-11-01,,9
32771,Unspecified,2008-09-01,,8
32772,Unspecified,2008-09-01,,8
32773,Unspecified,2010-01-01,,5
32774,Unspecified,2007-09-01,,9
32775,Unspecified,2010-11-01,,6
32776,Unspecified,2011-05-01,,6
32777,Unspecified,2009-07-01,,8
32778,Unspecified,2008-09-01,,8
32779,Unspecified,2007-03-01,,10
32780,Unspecified,2009-09-01,,7
32781,Unspecified,2008-09-01,,9
32782,Unspecified,2008-08-01,,9
32783,Unspecified,2008-09-01,,8
32784,Unspecified,2009-03-01,,8
32785,Unspecified,2013-03-01,,5
32786,Unspecified,2011-12-01,,5
298,Unspecified,2012-09-01,,5
32787,Unspecified,2012-04-01,,5
32788,Unspecified,2010-09-01,,6
32789,Unspecified,2008-09-01,,8
32790,Unspecified,2012-04-01,,5
32791,Unspecified,2010-08-01,,6
32792,Unspecified,2011-11-01,,5
32793,Unspecified,2007-08-01,,10
32794,Unspecified,2006-09-01,,10
32795,Unspecified,2008-10-01,,8
32796,Unspecified,2007-05-01,,10
32797,Unspecified,2009-01-01,,8
32798,Unspecified,2008-09-01,,8
32799,Unspecified,2008-06-01,,9
32800,Unspecified,2009-07-01,,8
32801,Unspecified,1985-12-01,,7
32802,Unspecified,2008-09-01,,8
32803,Unspecified,2008-10-01,,8
32804,Unspecified,2011-03-01,,6
32805,Unspecified,2009-02-01,,8
32806,Unspecified,2008-03-01,,9
32807,Unspecified,2008-09-01,,8
32808,Unspecified,2008-09-01,,8
32809,Unspecified,2009-02-01,,8
32810,Unspecified,2008-09-01,,9
32811,Unspecified,2012-01-01,,5
32812,Unspecified,2008-11-01,,8
32813,Unspecified,2008-09-01,,8
32814,Unspecified,2008-06-01,,9
32815,Unspecified,2009-06-01,,8
32816,Unspecified,2010-12-01,,6
32817,Unspecified,2008-09-01,,8
32818,Unspecified,2008-09-01,,8
32819,Unspecified,2008-12-01,,8
32820,Unspecified,2010-03-01,,7
32821,Unspecified,2008-02-01,,9
32822,Unspecified,2009-02-01,,8
32823,Unspecified,2006-09-01,,10
32824,Unspecified,2009-02-01,,8
32825,Unspecified,2012-04-01,,5
6308,Unspecified,2012-07-01,,5
32826,Unspecified,2008-07-01,,9
32827,Unspecified,2006-12-01,,10
32828,Unspecified,2004-09-01,,12
32829,Unspecified,,,
32830,Unspecified,,,
32831,Unspecified,,,
32832,Unspecified,2009-09-01,,7
32833,Female,2006-09-01,,
32834,Unspecified,2014-05-01,,5
32835,Unspecified,,,7
1212,Unspecified,2011-02-01,,6
32836,Unspecified,2008-09-01,,8
32837,Unspecified,2011-04-01,,6
32838,Unspecified,2010-09-01,,6
32839,Unspecified,2010-10-01,,6
32840,Unspecified,,,2
32841,Unspecified,1994-03-01,,7
32842,Unspecified,2009-08-01,,8
32843,Unspecified,2010-02-01,,7
32844,Unspecified,2014-08-01,,5
32845,Unspecified,2008-11-01,,8
32846,Unspecified,2008-01-01,,9
32847,Unspecified,,,
32848,Unspecified,,,
32849,Unspecified,,,
32850,Unspecified,,,
32851,Unspecified,,,
32852,Unspecified,,,
32853,Unspecified,,,
32854,Unspecified,,,
32855,Unspecified,,,
32856,Unspecified,,,
32857,Unspecified,,,
32858,Unspecified,2011-08-01,,6
32859,Unspecified,2010-05-01,,7
32860,Unspecified,2008-09-01,,6
32861,Unspecified,2008-09-01,,8
2565,Unspecified,2009-09-01,,8
32862,Unspecified,2010-05-01,,7
4108,Unspecified,2008-09-01,,8
32863,Unspecified,,,6
32864,Unspecified,,,6
32865,Unspecified,,,6
32866,Unspecified,2008-06-01,,9
32867,Unspecified,2008-09-01,,9
32868,Unspecified,2008-09-01,,8
32869,Unspecified,,,5
5073,Unspecified,,,5
32870,Unspecified,2008-09-01,,8
32871,Unspecified,2008-09-01,,7
32872,Unspecified,2010-11-01,,6
32873,Unspecified,2010-11-01,,9
32874,Unspecified,2009-02-01,,9
32875,Unspecified,2008-05-01,,9
32876,Unspecified,2008-01-01,,9
32877,Unspecified,2009-08-01,,8
32878,Unspecified,2012-03-01,,5
49,Unspecified,2010-04-01,,7
32879,Unspecified,2008-11-01,,8
32880,Unspecified,2008-03-01,,8
32881,Unspecified,2009-06-01,,8
188,Unspecified,2008-02-01,,9
32882,Unspecified,2013-09-01,,5
32883,Unspecified,2008-09-01,,8
32884,Unspecified,2010-02-01,,7
32885,Unspecified,2010-03-01,,7
32886,Unspecified,2010-01-01,,7
32887,Unspecified,2011-07-01,,6
32888,Unspecified,2008-08-01,,9
32889,Unspecified,,,5
32890,Unspecified,2008-09-01,,8
32891,Unspecified,2008-09-01,,7
32892,Male,2010-08-01,0,7
32893,Unspecified,2008-09-01,,9
32894,Unspecified,2013-06-01,,5
32895,Unspecified,2009-09-01,,7
32896,Unspecified,2009-09-01,,7
32897,Unspecified,2009-08-01,,8
32898,Unspecified,2012-01-01,,5
32899,Unspecified,2011-08-01,,6
32900,Unspecified,2010-02-01,,7
32901,Unspecified,2010-06-01,,7
32902,Unspecified,2009-08-01,,8
32903,Unspecified,2010-01-01,,7
32904,Unspecified,2010-08-01,,7
32905,Unspecified,2008-04-01,,9
4713,Unspecified,,,8
65,Unspecified,2008-12-01,,8
32906,Unspecified,2010-03-01,,7
32907,Unspecified,2006-06-01,,7
32908,Unspecified,2010-12-01,,6
32909,Unspecified,2009-05-01,,7
32910,Unspecified,2008-08-01,,9
32911,Unspecified,2017-02-01,,5
925,Unspecified,2010-02-01,,7
32912,Unspecified,,,
32913,Unspecified,,,9
3977,Unspecified,,,9
32914,Unspecified,,,9
32915,Unspecified,,,9
32916,Unspecified,,,9
32917,Unspecified,,,
32918,Unspecified,,,4
621,Unspecified,2008-10-01,,8
32919,Unspecified,2008-09-01,,8
32920,Unspecified,2009-01-01,,8
32921,Unspecified,2008-09-01,,8
32922,Unspecified,2010-03-01,,7
32923,Unspecified,2010-03-01,,7
32924,Unspecified,2008-08-01,,9
32925,Unspecified,2009-04-01,,8
32926,Unspecified,2010-03-01,,7
1397,Unspecified,,,7
1162,Unspecified,,,7
1165,Unspecified,,,7
1153,Unspecified,,,7
1142,Unspecified,,,7
1156,Unspecified,,,7
1146,Unspecified,,,7
5174,Unspecified,,,7
32927,Unspecified,2009-05-01,,8
1109,Unspecified,,,7
1112,Unspecified,,,7
1135,Unspecified,,,7
1125,Unspecified,,,7
1121,Unspecified,,,7
2848,Unspecified,,,7
1115,Unspecified,,,7
1114,Unspecified,,,7
32928,Unspecified,2010-04-01,,7
32929,Unspecified,2009-08-01,,8
976,Unspecified,2010-06-01,,7
32930,Unspecified,2010-02-01,,7
32931,Unspecified,,,
32932,Male,2009-09-01,0,7
32933,Female,2009-09-01,0,7
32934,Male,2010-07-01,0,7
32935,Unspecified,2008-09-01,,8
32936,Unspecified,2010-07-01,,7
32937,Unspecified,2011-12-01,,5
5137,Unspecified,2008-12-01,,8
32938,Unspecified,2009-10-01,,7
32939,Unspecified,2010-03-01,,7
32940,Unspecified,2010-04-01,,7
32941,Unspecified,2010-01-01,,7
32942,Unspecified,2013-04-01,,6
32943,Unspecified,,,7
32944,Unspecified,2010-05-01,,7
32945,Unspecified,2010-02-01,,7
32946,Unspecified,2008-11-01,,8
32947,Unspecified,2008-09-01,,7
32948,Unspecified,2008-12-01,,8
32949,Unspecified,2008-09-01,,7
32950,Unspecified,2008-09-01,,8
32951,Unspecified,2010-03-01,,7
32952,Unspecified,2010-05-01,,7
32953,Unspecified,2008-01-01,,9
32954,Unspecified,2013-06-01,,5
88,Unspecified,2007-10-01,,9
32955,Unspecified,,,10
32956,Unspecified,,,10
32957,Unspecified,2010-02-01,,7
32958,Unspecified,2009-10-01,,7
32959,Unspecified,,,
32960,Unspecified,2007-09-01,,9
32961,Unspecified,2009-07-01,,8
32962,Unspecified,2009-02-01,,8
32963,Unspecified,2008-10-01,,7
32964,Unspecified,2008-09-01,,7
32965,Unspecified,2008-09-01,,8
32966,Unspecified,2009-02-01,,8
32967,Unspecified,2007-11-01,,9
32968,Unspecified,2009-11-01,,7
32969,Unspecified,2010-01-01,,7
32970,Unspecified,2008-09-01,,7
32971,Unspecified,2008-09-01,,7
32972,Unspecified,2010-05-01,,7
32973,Unspecified,2009-09-01,,7
32974,Unspecified,2009-09-01,,7
32975,Unspecified,2011-11-01,,5
32976,Unspecified,2009-01-01,,7
32977,Unspecified,2009-09-01,,7
32978,Unspecified,2009-11-01,,7
32979,Unspecified,2009-10-01,,7
4017,Male,2009-09-01,,7
32980,Unspecified,2008-09-01,,7
32981,Unspecified,2009-10-01,,7
32982,Unspecified,2008-09-01,,7
32983,Unspecified,2008-11-01,,8
32984,Unspecified,2009-03-01,,8
32985,Unspecified,2011-10-01,,5
32986,Unspecified,2008-09-01,,6
32987,Unspecified,2008-09-01,,7
32988,Unspecified,,,
32989,Unspecified,2009-12-01,,7
32990,Unspecified,2008-08-01,,9
32991,Unspecified,,,1
32992,Unspecified,,,1
32993,Unspecified,2010-01-01,,7
32994,Unspecified,2008-05-01,,9
32995,Unspecified,2008-06-01,,8
656,Unspecified,2009-07-01,,7
32996,Unspecified,2008-09-01,,7
32997,Unspecified,2009-10-01,,7
32998,Unspecified,2007-12-01,,7
32999,Unspecified,2010-05-01,,7
33000,Unspecified,2011-08-01,,6
33001,Unspecified,2009-09-01,,7
33002,Unspecified,2009-10-01,,7
2,Unspecified,2009-09-01,,7
33003,Unspecified,2008-07-01,,9
33004,Unspecified,2008-09-01,,7
33005,Unspecified,2010-05-01,,7
1406,Unspecified,,,8
1401,Unspecified,,,8
1420,Unspecified,,,8
1423,Unspecified,,,8
1398,Unspecified,,,8
1424,Unspecified,,,8
33006,Unspecified,2010-06-01,,7
33007,Unspecified,,,
33008,Unspecified,2008-10-01,,8
768,Unspecified,2010-03-01,,7
33009,Unspecified,2008-09-01,,7
33010,Unspecified,2008-09-01,,7
33011,Unspecified,2008-09-01,,7
33012,Unspecified,2008-09-01,,7
33013,Unspecified,2008-09-01,,7
33014,Unspecified,2008-09-01,,7
33015,Unspecified,2010-07-01,,7
33016,Unspecified,2008-09-01,,7
33017,Unspecified,2010-01-01,,7
33018,Unspecified,2009-07-01,,8
33019,Unspecified,2009-07-01,,8
33020,Unspecified,2010-09-01,,6
33021,Unspecified,2010-04-01,,9
33022,Unspecified,2009-05-01,,7
33023,Unspecified,2009-07-01,,8
33024,Unspecified,2002-06-01,,7
33025,Unspecified,2009-09-01,,7
33026,Unspecified,2009-12-01,,7
33027,Unspecified,2008-01-01,,7
33028,Unspecified,2008-09-01,,7
33029,Unspecified,2008-09-01,,7
1383,Unspecified,,,8
33030,Unspecified,2007-02-01,,9
33031,Unspecified,2009-09-01,,8
33032,Unspecified,2008-11-01,,8
33033,Unspecified,2008-10-01,,7
33034,Unspecified,2008-09-01,,7
33035,Unspecified,2008-09-01,,7
33036,Unspecified,2008-09-01,,7
33037,Unspecified,2009-03-01,,7
33038,Unspecified,2008-11-01,,7
33039,Unspecified,2008-01-01,,7
33040,Unspecified,2007-10-01,,7
33041,Unspecified,2006-07-01,,7
33042,Female,,,7
33043,Unspecified,2008-10-01,,8
33044,Unspecified,2008-10-01,,7
33045,Unspecified,,,3
33046,Unspecified,2008-09-01,,7
33047,Unspecified,2008-10-01,,7
5168,Unspecified,,,9
5169,Unspecified,,,9
33048,Unspecified,2009-10-01,,7
33049,Unspecified,2008-09-01,,7
33050,Unspecified,2008-09-01,,7
33051,Unspecified,2008-09-01,,7
33052,Unspecified,2008-09-01,,7
33053,Unspecified,2008-09-01,,7
33054,Unspecified,2008-09-01,,7
204,Unspecified,2008-05-01,,9
33055,Unspecified,2010-05-01,,7
33056,Unspecified,2009-04-01,,8
33057,Unspecified,2009-11-01,,7
33058,Unspecified,2008-05-01,,9
33059,Unspecified,2008-01-01,,9
33060,Unspecified,2009-10-01,,7
33061,Unspecified,2010-06-01,,7
33062,Unspecified,2008-09-01,,7
586,Unspecified,2008-09-01,,7
33063,Unspecified,2010-08-01,,7
33064,Unspecified,2009-06-01,,7
33065,Unspecified,2009-09-01,,7
33066,Unspecified,2011-05-01,,6
33067,Unspecified,2009-09-01,,7
33068,Unspecified,2008-09-01,,7
33069,Unspecified,2008-09-01,,7
33070,Unspecified,2008-09-01,,7
33071,Unspecified,2009-09-01,,7
33072,Unspecified,2009-05-01,,7
33073,Unspecified,2010-07-01,,7
33074,Unspecified,2009-11-01,,7
33075,Unspecified,2013-07-01,,8
33076,Unspecified,2008-05-01,,8
33077,Unspecified,2008-09-01,,8
33078,Unspecified,2010-08-01,,7
33079,Unspecified,2008-02-01,,9
33080,Unspecified,2010-02-01,,7
33081,Unspecified,2009-01-01,,8
33082,Unspecified,2008-08-01,,9
33083,Unspecified,2008-09-01,,8
33084,Unspecified,2008-09-01,,8
33085,Unspecified,2008-09-01,,5
33086,Unspecified,2004-12-01,,9
33087,Unspecified,2008-09-01,,6
33088,Unspecified,2008-06-01,,9
33089,Unspecified,2008-08-01,,8
33090,Unspecified,2010-12-01,,6
33091,Unspecified,2008-09-01,,8
33092,Unspecified,2007-11-01,,9
33093,Unspecified,2011-08-01,,6
33094,Unspecified,2011-07-01,,6
33095,Unspecified,2008-09-01,,8
33096,Unspecified,2008-08-01,,9
33097,Unspecified,2008-06-01,,9
33098,Unspecified,2008-05-01,,9
33099,Unspecified,2008-11-01,,8
33100,Unspecified,2008-11-01,,8
33101,Unspecified,2009-07-01,,8
33102,Unspecified,2008-11-01,,8
33103,Unspecified,2011-04-01,,6
33104,Unspecified,2008-07-01,,9
33105,Unspecified,2009-06-01,,8
33106,Unspecified,2007-08-01,,10
33107,Unspecified,2008-03-01,,9
33108,Unspecified,2008-12-01,,8
33109,Unspecified,2007-05-01,,10
33110,Unspecified,2008-09-01,,8
33111,Unspecified,2010-01-01,,7
33112,Unspecified,2007-05-01,,10
33113,Unspecified,2007-09-01,,9
33114,Unspecified,2009-05-01,,8
33115,Unspecified,2012-05-01,,8
447,Unspecified,2009-04-01,,8
33116,Unspecified,2009-04-01,,8
33117,Unspecified,2006-09-01,,10
33118,Unspecified,2009-04-01,,8
33119,Unspecified,2007-02-01,,10
33120,Unspecified,2007-06-01,,10
33121,Unspecified,2009-01-01,,8
33122,Unspecified,2008-11-01,,8
33123,Unspecified,2008-03-01,,9
33124,Unspecified,2009-07-01,,8
33125,Unspecified,2008-07-01,,9
33126,Unspecified,2008-02-01,,9
33127,Unspecified,2008-01-01,,9
33128,Unspecified,2008-03-01,,9
33129,Unspecified,2008-07-01,,9
33130,Unspecified,2010-03-01,,7
33131,Unspecified,2010-06-01,,7
33132,Unspecified,2012-03-01,,5
33133,Unspecified,2007-09-01,,9
33134,Unspecified,2012-07-01,,5
33135,Unspecified,,,11
33136,Unspecified,,,11
33137,Unspecified,2008-02-01,,9
33138,Unspecified,2008-10-01,,8
33139,Unspecified,2009-01-01,,8
33140,Unspecified,2008-06-01,,9
33141,Unspecified,2009-01-01,,8
33142,Unspecified,2008-07-01,,9
33143,Unspecified,2009-08-01,,8
33144,Unspecified,2008-12-01,,8
6107,Unspecified,2007-05-01,,10
33145,Unspecified,2008-10-01,,8
33146,Unspecified,2007-02-01,,10
33147,Unspecified,2009-01-01,,8
33148,Unspecified,2011-06-01,,6
33149,Unspecified,2007-11-01,,9
33150,Unspecified,2008-11-01,,8
33151,Unspecified,2008-09-01,,8
33152,Unspecified,2008-09-01,,8
33153,Unspecified,2008-09-01,,5
33154,Unspecified,2008-06-01,,9
33155,Unspecified,2010-02-01,,7
33156,Unspecified,2007-09-01,,9
33157,Unspecified,2008-09-01,,8
33158,Unspecified,2008-09-01,,9
33159,Unspecified,2009-06-01,,8
33160,Unspecified,2008-09-01,,8
33161,Unspecified,2009-11-01,,7
33162,Unspecified,2008-02-01,,9
33163,Unspecified,2007-01-01,,10
33164,Unspecified,2008-09-01,,8
33165,Unspecified,2007-09-01,,9
33166,Unspecified,2008-02-01,,9
33167,Unspecified,2009-03-01,,8
33168,Unspecified,2009-04-01,,8
33169,Unspecified,2008-10-01,,8
33170,Unspecified,2010-05-01,,7
33171,Unspecified,2010-07-01,,5
33172,Unspecified,2010-05-01,,7
33173,Unspecified,2007-07-01,,10
33174,Unspecified,2008-07-01,,9
33175,Unspecified,2010-01-01,,7
33176,Unspecified,2009-03-01,,8
33177,Unspecified,2008-07-01,,9
33178,Unspecified,2008-04-01,,9
33179,Unspecified,2007-11-01,,9
33180,Unspecified,2010-07-01,,7
33181,Unspecified,2008-07-01,,9
33182,Unspecified,2008-07-01,,9
33183,Unspecified,2008-10-01,,8
33184,Unspecified,2008-12-01,,8
33185,Unspecified,2008-03-01,,9
33186,Unspecified,2006-10-01,,10
33187,Unspecified,2010-09-01,,6
33188,Unspecified,2011-10-01,,5
33189,Unspecified,2006-11-01,,10
33190,Unspecified,2010-01-01,,7
33191,Unspecified,2007-11-01,,9
33192,Unspecified,2010-08-01,,7
33193,Unspecified,2007-02-01,,10
33194,Unspecified,2008-07-01,,9
33195,Unspecified,2008-06-01,,9
33196,Unspecified,2009-02-01,,8
33197,Unspecified,2009-03-01,,8
33198,Unspecified,2008-09-01,,6
33199,Unspecified,2009-12-01,,7
33200,Unspecified,2007-09-01,,9
33201,Unspecified,2011-07-01,,6
33202,Unspecified,2008-07-01,,9
33203,Unspecified,,,10
33204,Unspecified,,,5
5031,Unspecified,,,5
5070,Unspecified,,,5
33205,Unspecified,,,5
33206,Female,2010-02-01,0,7
33207,Female,2010-04-01,1,7
33208,Male,2009-12-01,0,7
33209,Unspecified,2009-09-01,,7
33210,Female,2010-05-01,0,10
33211,Female,2009-09-01,0,
33212,Unspecified,,,6
33213,Unspecified,,,
33214,Unspecified,,,
33215,Unspecified,,,
33216,Unspecified,,,8
33217,Unspecified,,,8
33218,Unspecified,,,8
33219,Unspecified,,,7
33220,Unspecified,,,6
4197,Unspecified,2008-09-01,,8
33221,Unspecified,2007-05-01,,5
33222,Unspecified,2009-03-01,,8
718,Unspecified,2011-05-01,,7
33223,Unspecified,2010-01-01,,7
33224,Unspecified,,,3
33225,Unspecified,,,5
33226,Unspecified,,,6
33227,Unspecified,,,
33228,Unspecified,,,
33229,Unspecified,,,11
33230,Unspecified,,,
33231,Unspecified,,,
33232,Unspecified,,,
33233,Unspecified,,,
33234,Unspecified,,,
33235,Unspecified,,,5
33236,Unspecified,,,7
33237,Unspecified,,,3
33238,Unspecified,,,
33239,Unspecified,,,
33240,Unspecified,,,
33241,Unspecified,,,8
33242,Unspecified,,,9
33243,Unspecified,,,
33244,Unspecified,,,
33245,Unspecified,,,7
33246,Unspecified,,,10
33247,Female,2006-08-01,0,11
33248,Female,2008-08-01,1,9
33249,Unspecified,,,7
33250,Unspecified,,,7
33251,Unspecified,,,7
33252,Unspecified,,,7
33253,Unspecified,,,7
33254,Unspecified,,,7
33255,Unspecified,,,5
33256,Unspecified,2009-06-01,,8
33257,Unspecified,2008-08-01,,7
33258,Unspecified,2010-04-01,,7
33259,Unspecified,2008-09-01,,8
33260,Unspecified,2009-06-01,,7
437,Unspecified,2009-10-01,,7
33261,Unspecified,2006-01-01,,9
33262,Unspecified,,,5
33263,Unspecified,2012-02-01,,5
33264,Unspecified,2010-01-01,,7
33265,Unspecified,,,
33266,Unspecified,,,
33267,Unspecified,2008-12-01,,9
33268,Unspecified,2008-09-01,,7
33269,Unspecified,2011-05-01,,6
33270,Unspecified,2009-11-01,,7
33271,Unspecified,2010-06-01,,7
33272,Unspecified,2008-09-01,,5
33273,Unspecified,2008-08-01,,9
33274,Unspecified,2008-07-01,,9
33275,Unspecified,,,11
33276,Unspecified,2008-09-01,,7
33277,Unspecified,,,
33278,Unspecified,2009-03-01,,8
33279,Unspecified,2007-03-01,,9
33280,Unspecified,,,
33281,Unspecified,,,5
33282,Unspecified,,,
33283,Male,2009-09-01,1,10
33284,Female,2007-05-01,0,10
33285,Unspecified,2010-04-01,,7
33286,Unspecified,2010-02-01,,7
33287,Unspecified,,,
33288,Unspecified,2010-06-01,,7
33289,Unspecified,2010-07-01,,7
33290,Female,2010-05-01,0,7
33291,Male,2010-04-01,1,7
33292,Unspecified,2008-09-01,,7
33293,Unspecified,,,
33294,Unspecified,,,
33295,Unspecified,,,
33296,Unspecified,,,7
33297,Unspecified,,,7
33298,Unspecified,,,
33299,Unspecified,2010-02-01,,7
33300,Unspecified,,,4
33301,Unspecified,,,2
33302,Unspecified,2008-07-01,,9
33303,Male,2010-03-01,0,
33304,Unspecified,2009-10-01,,7
33305,Unspecified,2008-11-01,,8
33306,Unspecified,2009-11-01,,7
33307,Unspecified,,,
33308,Unspecified,,,7
33309,Unspecified,,,7
33310,Unspecified,,,7
33311,Unspecified,,,7
33312,Unspecified,,,
33313,Unspecified,,,
33314,Unspecified,,,
33315,Unspecified,,,
33316,Unspecified,,,
33317,Unspecified,,,
33318,Unspecified,,,
33319,Unspecified,2021-11-01,,5
33320,Unspecified,2008-09-01,,8
33321,Female,2007-03-01,,10
4034,Female,2008-07-01,,9
4036,Male,2007-09-01,,9
6103,Male,2009-07-01,,8
4035,Male,2008-05-01,,9
4005,Male,2010-07-01,,7
4014,Male,2009-10-01,,7
4027,Male,2009-12-01,,7
33322,Male,2010-07-01,0,7
4022,Male,2010-08-01,,7
4018,Male,2009-10-01,,7
4011,Male,2009-09-01,,7
4001,Male,2010-02-01,,7
4020,Male,2009-09-01,,7
33323,Unspecified,2008-06-01,,9
33324,Unspecified,2010-07-01,,7
33325,Female,2009-10-01,0,8
33326,Male,2010-02-01,0,8
33327,Male,2009-10-01,0,8
33328,Unspecified,2008-05-01,,7
33329,Unspecified,2008-09-01,,9
33330,Unspecified,2008-11-01,,8
803,Unspecified,2009-06-01,,8
33331,Unspecified,2004-09-01,,7
500,Unspecified,2009-06-01,,8
33332,Unspecified,2012-04-01,,5
33333,Unspecified,2010-04-01,,7
33334,Unspecified,2012-06-01,,5
33335,Unspecified,2009-05-01,,8
33336,Unspecified,2009-05-01,,7
33337,Unspecified,2010-04-01,,7
33338,Unspecified,2009-03-01,,7
33339,Unspecified,2009-11-01,,7
33340,Unspecified,2009-10-01,,7
33341,Unspecified,2008-09-01,,7
33342,Unspecified,2010-07-01,,7
33343,Unspecified,,,7
33344,Unspecified,,,7
33345,Unspecified,2009-06-01,,8
33346,Unspecified,2010-12-01,,7
33347,Unspecified,2009-06-01,,8
33348,Unspecified,2011-11-01,,5
33349,Unspecified,2009-03-01,,7
33350,Unspecified,2011-09-01,,5
33351,Unspecified,2012-02-01,,5
33352,Unspecified,2008-08-01,,9
33353,Unspecified,2008-02-01,,9
33354,Unspecified,2009-04-01,,7
33355,Unspecified,2008-09-01,,7
